movieId,year
1,1995
2,1995
3,1995
4,1995
5,1995
6,1995
7,1995
8,1995
9,1995
10,1995
11,1995
12,1995
13,1995
14,1995
15,1995
16,1995
17,1995
18,1995
19,1995
20,1995
21,1995
22,1995
23,1995
24,1995
25,1995
26,1995
27,1995
28,1995
29,1995
30,1995
31,1995
32,1995
33,1995
34,1995
35,1995
36,1995
37,1995
38,1995
39,1995
40,1995
41,1995
42,1995
43,1995
44,1995
45,1995
46,1995
47,1995
48,1995
49,1995
50,1995
51,1994
52,1995
53,1994
54,1995
55,1995
56,1995
57,1995
58,1994
59,1995
60,1995
61,1996
62,1995
63,1996
64,1996
65,1996
66,1996
67,1995
68,1995
69,1995
70,1996
71,1995
72,1995
73,1995
74,1996
75,1996
76,1995
77,1995
78,1995
79,1996
80,1995
81,1995
82,1995
83,1995
84,1995
85,1995
86,1996
87,1996
88,1996
89,1995
90,1995
91,1996
92,1995
93,1996
94,1996
95,1995
96,1995
97,1994
98,1995
99,1996
100,1996
101,1996
102,1996
103,1996
104,1995
105,1994
106,1996
107,1996
108,1995
109,1995
110,1976
111,1995
112,1996
113,1995
114,1995
115,1995
116,1995
117,1996
118,1995
119,1996
120,1992
121,1992
122,1994
123,1995
124,1996
125,1994
126,1994
127,1994
128,1996
129,1995
130,1995
131,1995
132,1995
133,1995
134,1996
135,1995
136,1995
137,1995
138,1995
139,1996
140,1996
141,1988
142,1995
143,1995
144,1995
145,1995
146,1995
147,1995
148,1994
149,1995
150,1995
151,1995
152,1995
153,1967
154,1995
155,1995
156,1995
157,1995
158,1995
159,1995
160,1995
161,1994
162,1995
163,1995
164,1995
165,1995
166,1995
167,1995
168,1995
169,1995
170,1995
171,1995
172,1995
173,1995
174,1995
175,1995
176,1995
177,1993
178,1995
179,1995
180,1995
181,1995
182,1994
183,1994
184,1995
185,1995
186,1995
187,1995
188,1995
189,1995
190,1995
191,1995
192,1995
193,1995
194,1995
195,1995
196,1995
197,1995
198,1964
199,1995
200,1995
201,1995
202,1995
203,1995
204,1995
205,1995
206,1995
207,1995
208,1995
209,1995
210,1994
211,1995
212,1994
213,1994
214,1995
215,1995
216,1995
217,1995
218,1995
219,1995
220,1995
221,1994
222,1995
223,1994
224,1995
225,1994
226,1995
227,1994
228,1995
229,1994
230,1994
231,1994
232,1994
233,1994
234,1995
235,1995
236,1995
237,1995
238,1995
239,1995
240,1994
241,1995
242,1995
243,1994
244,1994
245,1994
246,1994
247,1994
248,1995
249,1995
250,1994
251,1994
252,1995
253,1995
254,1994
255,1995
256,1995
257,1995
258,1977
259,1994
260,1995
261,1994
262,1994
263,1992
264,1994
265,1995
266,1994
267,1993
268,1994
269,1995
270,1994
271,1994
272,1995
273,1994
274,1994
275,1994
276,1995
277,1995
278,1995
279,1994
280,1994
281,1995
282,1993
283,1993
284,1995
285,1994
286,1994
287,1994
288,1994
289,1996
290,1995
291,1994
292,1995
293,1995
294,1994
295,1995
296,1992
297,1994
298,1994
299,1994
300,1994
301,1995
302,1995
303,1994
304,1994
305,1993
306,1994
307,1994
308,1995
309,1994
310,1995
311,1994
312,1994
313,1994
314,1994
315,1994
316,1994
317,1994
318,1993
319,1993
320,1995
321,1994
322,1995
323,1994
324,1995
325,1995
326,1994
327,1995
328,1994
329,1995
330,1995
331,1994
332,1995
333,1995
334,1993
335,1995
336,1995
337,1994
338,1994
339,1994
340,1995
341,1994
342,1994
343,1993
344,1992
345,1994
346,1994
347,1994
348,1994
349,1994
350,1994
351,1994
352,1994
353,1994
354,1994
355,1995
356,1994
357,1994
358,1994
359,1994
360,1993
361,1994
362,1993
363,1994
364,1994
365,1994
366,1994
367,1994
368,1994
369,1994
370,1992
371,1994
372,1994
373,1994
374,1994
375,1994
376,1994
377,1994
378,1994
379,1994
380,1994
381,1995
382,1994
383,1994
384,1994
385,1995
386,1994
387,1965
388,1994
389,1993
390,1994
391,1995
392,1995
393,1995
394,1995
395,1995
396,1995
397,1995
398,1995
399,1996
400,1995
401,1994
402,1994
403,1994
404,1995
405,1994
406,1994
407,1993
408,1994
409,1993
410,1994
411,1994
412,1993
413,1994
414,1994
415,1993
416,1993
417,1994
418,1994
419,1994
420,1994
421,1994
422,1994
423,1993
424,1993
425,1993
426,1994
427,1993
428,1993
429,1994
430,1994
431,1993
432,1993
433,1994
434,1994
435,1994
436,1993
437,1993
438,1993
439,1993
440,1994
441,1993
442,1993
443,1993
444,1994
445,1993
446,1994
447,1994
448,1993
449,1994
450,1993
451,1993
452,1993
453,1994
454,1993
455,1993
456,1994
457,1994
458,1994
459,1994
460,1993
461,1993
462,1993
463,1993
464,1995
465,1995
466,1993
467,1994
468,1994
469,1994
470,1994
471,1993
472,1993
473,1994
474,1993
475,1994
476,1993
477,1993
478,1993
479,1994
480,1993
481,1994
482,1993
483,1993
484,1994
485,1993
486,1993
487,1993
488,1993
489,1993
490,1993
491,1996
492,1976
493,1994
494,1993
495,1993
496,1993
497,1993
498,1993
499,1994
500,1994
501,1994
502,1994
503,1992
504,1993
505,1993
506,1993
507,1993
508,1993
509,1994
510,1994
511,1994
512,1993
513,1994
514,1993
515,1994
516,1993
517,1993
518,1993
519,1992
520,1993
521,1993
522,1993
523,1992
524,1993
525,1994
526,1993
527,1994
528,1993
529,1994
530,1994
531,1993
532,1993
533,1994
534,1994
535,1993
536,1993
537,1993
538,1982
539,1993
540,1993
541,1993
542,1985
543,1993
544,1994
545,1994
546,1993
547,1994
548,1993
549,1993
550,1993
551,1994
552,1993
553,1993
554,1994
555,1993
556,1994
557,1994
558,1995
559,1993
560,1994
561,1993
562,1994
563,1993
564,1993
565,1994
566,1993
